split_regime,feature_group,accumulator,prefix_type,prefix_value,n_readers,n_probability_rows,probability_variance,improvement_over_simple_mean_AUROC,improvement_over_single_trial_d3_lite_AUROC,AUROC,PR-AUC,BA,macro_F1,Brier,sensitivity,specificity,FPR,FNR,ECE,calibration_slope,calibration_intercept,simple_mean_AUROC,d3_lite_trial_AUROC
text_balanced_unseen_reader,all_allowed_online,mean_probability,chronological_prefix,500,57,57,0.12951573781448839,0.0,,0.8573407202216066,0.7806313590949814,0.763157894736842,0.740909090909091,0.16575936710425354,0.7894736842105263,0.7368421052631579,0.2631578947368421,0.21052631578947367,0.15587421002277366,0.07840746601445801,0.3865186068687053,0.8573407202216066,
text_balanced_unseen_reader,all_allowed_online,mean_probability,chronological_prefix,all,57,57,0.11524695349991322,0.0,,0.8864265927977839,0.8282667691504859,0.7763157894736843,0.7572879135276778,0.13314218780376894,0.7894736842105263,0.7631578947368421,0.23684210526315788,0.21052631578947367,0.11814042755541736,0.09362448420353088,0.37215797082394997,0.8864265927977839,
text_balanced_unseen_reader,all_allowed_online,mean_probability,speech_prefix,1,57,57,0.12108596940057023,0.0,,0.8642659279778393,0.7930443274430563,0.763157894736842,0.7524223187437353,0.14933505928670077,0.7368421052631579,0.7894736842105263,0.21052631578947367,0.2631578947368421,0.148281516486278,0.08128645407797266,0.38902255236196076,0.8642659279778393,
text_balanced_unseen_reader,all_allowed_online,mean_probability,speech_prefix,2,55,55,0.11678245463537816,0.0,,0.8618618618618619,0.7829427103581694,0.7672672672672673,0.7472605160834218,0.14878550685322675,0.7777777777777778,0.7567567567567568,0.24324324324324326,0.2222222222222222,0.13337487443491677,0.07889101668488957,0.37792613020658056,0.8618618618618619,
text_balanced_unseen_reader,all_allowed_online,mean_probability,speech_prefix,3,43,43,0.0877520673428401,0.0,,0.793939393939394,0.5607014472455649,0.7136363636363636,0.6692307692307693,0.17121651055190032,0.7,0.7272727272727273,0.2727272727272727,0.3,0.1893871455059558,0.07248597133146528,0.32639711836019103,0.793939393939394,
text_balanced_unseen_reader,all_allowed_online,mean_probability,speech_prefix,all,57,57,0.11721556123213063,0.0,,0.9002770083102493,0.8561369366972083,0.8289473684210527,0.8115079365079365,0.12595920014724565,0.8421052631578947,0.8157894736842105,0.18421052631578946,0.15789473684210525,0.11156132065216018,0.09442704438605286,0.37019441666735475,0.9002770083102493,
text_balanced_unseen_reader,all_allowed_online,mean_probability,trial_or_text_prefix,1,57,57,0.12136124094019163,0.0,,0.8628808864265928,0.7930451385388799,0.75,0.7361111111111112,0.1517716027892464,0.7368421052631579,0.7631578947368421,0.23684210526315788,0.2631578947368421,0.1406992597726045,0.0809831184090034,0.3899008539461479,0.8628808864265928,
text_balanced_unseen_reader,all_allowed_online,mean_probability,trial_or_text_prefix,2,55,55,0.11741605665560309,0.0,,0.8543543543543544,0.7708062546078298,0.7394894894894894,0.7250000000000001,0.14933292764423364,0.7222222222222222,0.7567567567567568,0.24324324324324326,0.2777777777777778,0.12271590964139573,0.07942608660276929,0.379615046749554,0.8543543543543544,
text_balanced_unseen_reader,all_allowed_online,mean_probability,trial_or_text_prefix,3,43,43,0.08826666512777379,0.0,,0.796969696969697,0.553611111111111,0.7136363636363636,0.6692307692307693,0.1749612959806127,0.7,0.7272727272727273,0.2727272727272727,0.3,0.1536907575794112,0.068673393635994,0.3253534920146953,0.796969696969697,
text_balanced_unseen_reader,all_allowed_online,mean_probability,trial_or_text_prefix,all,57,57,0.1161569986988765,0.0,,0.8961218836565097,0.8437764794744198,0.8289473684210527,0.8115079365079365,0.12906944933333567,0.8421052631578947,0.8157894736842105,0.18421052631578946,0.15789473684210525,0.13803539130562428,0.09421268712356781,0.370927773435755,0.8961218836565097,
